site_name,interface,ip_address,provider_name,ip_assignment_status,circuit_type
TNC 02,WAN1,74.95.105.125,Comcast Workplace,static,DSR
TNC 02,WAN2,76.201.147.209,AT&T Broadband II,static,DSR
TNC 03,WAN1,75.149.108.105,Comcast Workplace,static,DSR
TNC 03,WAN2,104.188.227.97,AT&T Broadband II,static,DSR
TNE 01,WAN1,96.69.125.117,Comcast,static,Non-DSR
TNE 01,WAN2,152.86.78.119,BrightRidge,static,Non-DSR
TNE 02,WAN1,137.27.62.170,Spectrum,static,Non-DSR
TNK 01,WAN1,137.27.57.138,Spectrum,static,DSR
TNK 02,WAN1,96.74.40.1,Comcast Workplace,static,DSR
TNK 02,WAN2,107.128.137.233,AT&T Broadband II,static,DSR
TNK 03,WAN1,96.69.104.121,Comcast Workplace,static,DSR
TNM 01,WAN1,96.87.191.129,Comcast,static,Non-DSR
TNM 02,WAN1,96.81.27.57,Comcast Workplace,static,DSR
TNM 02,WAN2,104.59.193.41,AT&T Broadband II,static,DSR
TNM 03,WAN1,75.151.208.13,Comcast Workplace,static,DSR
TNM 03,WAN2,45.18.199.241,AT&T Broadband II,static,DSR
TNM 04,WAN1,76.217.222.73,AT&T Broadband II,static,DSR
TNM 04,WAN2,75.145.217.113,Comcast Workplace,static,DSR
TNM 05,WAN1,137.27.56.202,Spectrum,static,Non-DSR
TNM 05,WAN2,45.27.136.73,AT&T Broadband II,static,DSR
TNN 02,WAN1,99.96.219.25,AT&T Broadband II,static,DSR
TNN 02,WAN2,96.74.47.109,AT&T Broadband II,static,DSR
TNN 03,WAN1,96.69.118.169,Comcast Workplace,static,DSR
TNN 03,WAN2,104.2.2.217,AT&T Broadband II,static,DSR
TNN 04,WAN2,99.26.179.113,AT&T Broadband II,static,DSR
TNN 05,WAN1,75.151.60.13,Comcast Workplace,static,DSR
TNN 06,WAN1,70.237.81.129,AT&T Broadband II,static,DSR
TNN 06,WAN2,50.243.116.185,Comcast,static,Non-DSR
TNN 07,WAN1,96.85.55.241,Comcast Workplace,static,DSR
TNN 07,WAN2,76.237.110.33,AT&T Broadband II,static,DSR
TNN 08,WAN1,107.217.125.233,AT&T Broadband II,static,DSR
TNN 08,WAN2,50.213.159.233,Comcast Workplace,static,DSR
TNN 09,WAN1,137.27.57.30,Spectrum,static,DSR
TNN 09,WAN2,162.233.227.153,AT&T Broadband II,static,DSR
TNN 10,WAN1,137.27.43.238,Spectrum,static,DSR
TNN 10,WAN2,104.186.202.17,AT&T Broadband II,static,DSR
TNN 11,WAN1,50.252.78.69,Comcast,static,Non-DSR
TNN 11,WAN2,76.221.223.145,AT&T Broadband II,static,DSR
TNN 12,WAN1,74.93.244.81,Comcast Workplace,static,DSR
TNN 13,WAN1,104.4.22.81,AT&T Broadband II,static,DSR
TNN 13,WAN2,96.38.61.10,Spectrum,static,DSR
TNN 14,WAN1,99.28.40.89,AT&T Broadband II,static,DSR
TNN 14,WAN2,96.38.28.106,Spectrum,static,DSR
TNN 15,WAN1,99.96.219.157,AT&T Broadband II,static,DSR
TNN 15,WAN2,96.74.37.101,Comcast Workplace,static,DSR
TNN 16,WAN1,50.254.254.117,Comcast Workplace,static,DSR
TNN 16,WAN2,162.203.251.241,AT&T Broadband II,static,Non-DSR
TXA 01,WAN1,71.78.177.218,Spectrum,static,DSR
TXA 02,WAN1,70.118.5.238,Spectrum,static,DSR
TXA 04,WAN1,97.105.15.182,Spectrum,static,DSR
TXA 04,WAN2,104.0.142.161,AT&T Broadband II,static,DSR
TXA 05,WAN1,75.87.49.14,Spectrum,static,DSR
TXA 05,WAN2,99.8.231.193,AT&T Broadband II,static,DSR
TXA 06,WAN1,150.220.131.42,Spectrum,static,DSR
TXA 06,WAN2,162.224.35.169,AT&T Broadband II,static,DSR
TXA 07,WAN1,150.220.131.26,Spectrum,static,DSR
TXA 07,WAN2,72.48.89.23,Astound,static,DSR
TXA 08,WAN1,71.40.76.202,Spectrum,static,DSR
TXA 08,WAN2,209.71.134.6,Unite Private Networks,static,DSR
TXA 09,WAN1,76.214.115.145,AT&T Broadband II,static,DSR
TXA 09,WAN2,24.153.247.10,Spectrum,static,DSR
TXA 10,WAN1,71.40.126.70,Spectrum,static,DSR
TXA 10,WAN2,76.214.116.65,AT&T Broadband II,static,DSR
TXA 11,WAN1,71.41.135.94,Spectrum,static,DSR
TXA 12,WAN1,172.108.209.43,Frontier Communications,static,Non-DSR
TXA 13,WAN1,68.255.247.177,AT&T Broadband II,static,DSR
TXA 13,WAN2,98.6.39.218,Spectrum,static,DSR
TXA 14,WAN1,50.84.160.190,Charter Communications Inc,static,Non-DSR
TXA 14,WAN2,104.0.141.73,Private Customer - AT&T Internet Services,static,Non-DSR
TXA 15,WAN1,75.87.52.134,Spectrum,static,DSR
TXA 15,WAN2,99.114.206.25,AT&T Broadband II,static,DSR
TXA 16,WAN1,150.220.131.22,Spectrum,static,DSR
TXA 16,WAN2,199.200.68.182,Unite Private Networks,static,DSR
TXA 17,WAN1,150.220.208.206,Spectrum,static,DSR
TXA 18,WAN1,98.6.149.210,Spectrum,static,DSR
TXA 19,WAN1,150.220.139.30,Spectrum,static,DSR
TXA 19,WAN2,104.49.18.9,AT&T Broadband II,static,DSR
TXA 21,WAN1,208.180.124.69,Altice,static,DSR
TXA 21,WAN2,107.218.165.129,AT&T Broadband II,static,DSR
TXA 22,WAN1,150.220.28.150,Spectrum,static,DSR
TXA 23,WAN1,67.78.45.154,Spectrum,static,DSR
TXA 24,WAN1,67.79.200.206,Spectrum,static,DSR
TXC 01,WAN1,24.153.245.246,Spectrum,static,DSR
TXC 01,WAN2,107.141.9.129,AT&T Broadband II,static,DSR
TXC 03,WAN1,70.113.232.226,Spectrum,static,DSR
TXC 03,WAN2,104.48.152.1,AT&T Broadband II,static,DSR
TXC 04,WAN1,98.6.65.114,Spectrum,static,DSR
TXC 05,WAN1,150.220.222.206,Spectrum,static,DSR
TXC 06,WAN1,107.141.9.241,AT&T Broadband II,static,DSR
TXC 06,WAN2,173.219.32.142,Altice,static,DSR
TXC 07,WAN1,107.131.61.121,AT&T Broadband II,static,DSR
TXC 07,WAN2,71.41.150.102,Spectrum,static,DSR
TXC 08,WAN1,150.220.207.254,Spectrum,static,DSR
TXC 08,WAN2,108.224.182.25,AT&T Broadband II,static,DSR
TXC 09,WAN1,97.77.33.182,Spectrum,static,DSR
TXC 09,WAN2,75.30.147.249,AT&T Broadband II,static,DSR
TXC 10,WAN1,67.78.39.94,Spectrum,static,DSR
TXC 11,WAN2,174.126.248.98,EB2-CableOne Cable,static,DSR
TXC 12,WAN1,162.237.84.57,AT&T Broadband II,static,DSR
TXC 12,WAN2,65.26.42.154,Spectrum,static,DSR
TXC 13,WAN1,150.220.139.18,Spectrum,static,DSR
TXC 13,WAN2,172.124.223.113,AT&T Broadband II,static,DSR
TXC 14,WAN1,71.78.5.110,Spectrum,static,DSR
TXC 14,WAN2,104.186.80.65,AT&T Broadband II,static,DSR
TXC 15,WAN1,97.79.174.186,Spectrum,static,DSR
TXC 15,WAN2,192.24.123.230,EB2-CableOne Cable,static,DSR
TXC 16,WAN1,208.180.237.252,Altice,static,DSR
TXC 16,WAN2,104.51.132.169,AT&T Broadband II,static,DSR
TXC 17,WAN1,98.6.81.222,Spectrum,static,DSR
TXC 17,WAN2,45.19.179.233,AT&T Broadband II,static,DSR
TXC 18,WAN1,108.80.71.65,AT&T Broadband II,static,DSR
TXC 18,WAN2,50.84.207.42,Spectrum,static,DSR
TXC 19,WAN1,38.158.148.28,Vexus,static,DSR
TXC 19,WAN2,67.78.88.118,Spectrum,static,DSR
TXC 20,WAN1,98.6.101.62,Spectrum,static,DSR
TXC 20,WAN2,68.94.190.177,AT&T Broadband II,static,DSR
TXC 21,WAN1,159.117.61.10,Big Bend Telephone,static,DSR
TXC 21,WAN2,98.6.130.254,Spectrum,static,DSR
TXD 01,WAN1,47.51.226.222,Spectrum,static,DSR
TXD 01,WAN2,162.196.225.33,AT&T Broadband II,static,DSR
TXD 02,WAN1,98.6.216.154,Spectrum,static,DSR
TXD 02,WAN2,162.196.224.113,AT&T Broadband II,static,DSR
TXD 04,WAN2,104.187.167.97,AT&T Broadband II,static,DSR
TXD 05,WAN1,70.118.1.50,Spectrum,static,DSR
TXD 06,WAN1,70.92.57.110,Spectrum,static,DSR
TXD 06,WAN2,162.233.193.81,AT&T Broadband II,static,DSR
TXD 08,WAN1,98.6.82.238,Spectrum,static,DSR
TXD 09,WAN1,98.6.152.90,Spectrum,static,DSR
TXD 09,WAN2,162.196.230.233,AT&T Broadband II,static,DSR
TXD 10,WAN1,98.6.216.146,Spectrum,static,DSR
TXD 10,WAN2,75.19.30.217,AT&T Broadband II,static,DSR
TXD 11,WAN1,104.48.98.249,AT&T Broadband II,static,DSR
TXD 11,WAN2,71.15.97.230,Spectrum,static,DSR
TXD 12,WAN1,47.51.235.182,Spectrum,static,DSR
TXD 12,WAN2,99.190.48.145,AT&T Broadband II,static,DSR
TXD 13,WAN1,97.79.245.62,Spectrum,static,DSR
TXD 13,WAN2,104.181.218.233,AT&T Broadband II,static,DSR
TXD 15,WAN1,97.77.110.30,Spectrum,static,DSR
TXD 17,WAN1,150.220.200.254,Spectrum,static,DSR
TXD 17,WAN2,75.19.31.89,AT&T Broadband II,static,DSR
TXD 18,WAN1,71.42.251.182,Spectrum,static,DSR
TXD 18,WAN2,162.233.199.105,AT&T Broadband II,static,DSR
TXD 19,WAN1,150.220.200.230,Spectrum,static,DSR
TXD 19,WAN2,172.125.10.153,AT&T Broadband II,static,DSR
TXD 20,WAN1,98.6.60.226,Spectrum,static,DSR
TXD 22,WAN1,162.201.89.89,AT&T Broadband II,static,DSR
TXD 22,WAN2,70.118.0.218,Spectrum,static,DSR
TXD 23,WAN1,67.79.29.210,Spectrum,static,DSR
TXD 25,WAN1,98.6.174.166,Spectrum,static,DSR
TXD 26,WAN1,108.90.222.89,AT&T Broadband II,static,DSR
TXD 26,WAN2,67.48.52.214,Spectrum,static,DSR
TXD 28,WAN1,162.205.143.25,Spectrum,static,DSR
TXD 28,WAN2,98.6.99.58,Spectrum,static,DSR
TXD 29,WAN1,71.41.187.58,Spectrum,static,DSR
TXD 29,WAN2,70.133.160.65,AT&T Broadband II,static,DSR
TXD 30,WAN1,70.118.80.222,Charter Communications Inc,static,Non-DSR
TXD 30,WAN2,104.176.60.177,Private Customer - AT&T Internet Services,static,Non-DSR
TXD 31,WAN1,98.6.82.122,Spectrum,static,DSR
TXD 32,WAN1,150.220.131.242,Spectrum,static,DSR
TXD 32,WAN2,104.54.183.161,AT&T Broadband II,static,DSR
TXD 34,WAN1,70.113.250.14,Spectrum,static,DSR
TXD 35,WAN1,150.220.135.46,Spectrum,static,DSR
TXD 35,WAN2,108.204.140.137,AT&T Broadband II,static,DSR
TXD 36,WAN1,97.77.228.22,Spectrum,static,DSR
TXD 37,WAN1,67.78.38.74,Spectrum,static,DSR
TXD 37,WAN2,104.48.96.81,AT&T Broadband II,static,DSR
TXD 38,WAN1,162.205.143.57,AT&T Broadband II,static,DSR
TXD 38,WAN2,98.6.99.74,Spectrum,static,DSR
TXD 39,WAN1,96.39.208.102,Spectrum,static,DSR
TXD 39,WAN2,104.11.154.161,AT&T Broadband II,static,DSR
TXD 40,WAN1,108.77.50.201,AT&T Broadband II,static,DSR
TXD 40,WAN2,68.187.35.114,Spectrum,static,DSR
TXD 41,WAN1,47.51.237.26,Spectrum,static,DSR
TXD 41,WAN2,108.204.139.97,AT&T Broadband II,static,DSR
TXD 42,WAN1,99.89.26.241,AT&T Broadband II,static,DSR
TXD 42,WAN2,172.87.130.182,Spectrum,static,DSR
TXD 43,WAN1,70.113.241.58,Spectrum,static,DSR
TXD 44,WAN1,75.19.29.57,AT&T Broadband II,static,DSR
TXD 44,WAN2,137.27.187.202,Spectrum,static,DSR
TXD 45,WAN1,108.204.140.177,AT&T Broadband II,static,DSR
TXD 45,WAN2,72.129.168.226,Spectrum,static,DSR
TXD 46,WAN1,108.204.136.209,AT&T Broadband II,static,DSR
TXD 46,WAN2,68.113.204.218,Spectrum,static,DSR
TXD 47,WAN1,107.132.155.129,AT&T Broadband II,static,DSR
TXD 47,WAN2,206.255.246.253,Longview Cable,static,DSR
TXD 48,WAN1,108.178.99.34,Spectrum,static,DSR
TXD 48,WAN2,172.10.201.17,AT&T Broadband II,static,DSR
TXD 50,WAN1,107.143.177.97,Private Customer - AT&T Internet Services,static,Non-DSR
TXD 50,WAN2,71.40.111.46,Charter Communications Inc,static,Non-DSR
TXD 51,WAN1,104.187.163.33,AT&T Broadband II,static,DSR
TXD 51,WAN2,24.178.208.158,Spectrum,static,DSR
TXD 52,WAN1,72.129.172.250,Spectrum,static,DSR
TXD 52,WAN2,45.25.209.185,AT&T Broadband II,static,DSR
TXD 54,WAN1,24.240.248.154,Spectrum,static,DSR
TXD 54,WAN2,108.90.221.41,AT&T Broadband II,static,DSR
TXD 55,WAN1,70.118.8.58,Spectrum,static,DSR
TXD 56,WAN1,24.178.216.26,Charter Communications LLC,static,Non-DSR
TXD 56,WAN2,75.51.221.137,"AT&T Enterprises, LLC",static,Non-DSR
TXD 57,WAN2,162.205.143.49,AT&T Broadband II,static,DSR
TXD 58,WAN1,99.29.137.201,AT&T Broadband II,static,DSR
TXD 58,WAN2,24.242.180.146,Spectrum,static,DSR
TXD 59,WAN1,137.27.189.6,Spectrum,static,DSR
TXD 59,WAN2,47.190.164.252,EB2-Frontier Fiber,static,DSR
TXD 60,WAN1,98.6.198.210,Spectrum Business,static,DSR
TXD 61,WAN1,47.51.232.242,Spectrum,static,DSR
TXD 61,WAN2,45.19.251.177,AT&T Broadband II,static,DSR
TXD 62,WAN1,160.3.116.250,"CABLE ONE, INC.",static,Non-DSR
TXD 63,WAN1,66.217.154.90,EB2-Windstream Fiber,static,DSR
TXD 63,WAN2,96.18.58.190,Cable One,static,DSR
TXD 64,WAN1,47.51.224.214,Spectrum,static,DSR
TXD 64,WAN2,162.234.87.9,AT&T Broadband II,static,DSR
TXD 65,WAN1,172.3.101.25,AT&T Broadband II,static,DSR
TXD 66,WAN1,98.6.60.254,Spectrum,static,DSR
TXD 66,WAN2,75.8.32.121,AT&T Broadband II,static,DSR
TXD 67,WAN1,108.69.141.65,AT&T Broadband II,static,DSR
TXD 67,WAN2,192.154.182.110,Spectrum,static,DSR
TXD 68,WAN1,98.6.249.126,Spectrum,static,DSR
TXD 69,WAN1,24.240.248.6,Spectrum,static,DSR
TXD 69,WAN2,76.209.14.201,AT&T Broadband II,static,DSR
TXD 70,WAN1,50.84.25.90,Spectrum,static,DSR
TXD 71,WAN1,162.205.137.169,AT&T Broadband II,static,DSR
TXD 72,WAN1,107.139.66.186,AT&T Broadband II,static,DSR
TXD 73,WAN1,98.6.124.154,Spectrum,static,DSR
TXD 73,WAN2,162.196.231.17,AT&T Broadband II,static,DSR
TXD 74,WAN1,47.51.228.218,Spectrum,static,DSR
TXD 74,WAN2,45.19.254.89,AT&T Broadband II,static,DSR
TXD 75,WAN1,68.187.43.70,Spectrum,static,DSR
TXD 75,WAN2,99.92.202.41,AT&T Broadband II,static,DSR
TXD 77,WAN1,150.220.202.210,Spectrum,static,DSR
TXD 77,WAN2,47.190.158.95,EB2-Frontier Fiber,static,DSR
TXD 78,WAN1,71.78.213.170,Spectrum,static,DSR
TXD 79,WAN1,66.76.70.123,Altice,static,DSR
TXD 79,WAN2,162.196.226.153,AT&T Broadband II,static,DSR
TXD 80,WAN1,104.11.158.65,AT&T Broadband II,static,DSR
TXD 81,WAN2,70.115.32.30,Spectrum,static,DSR
TXD 82,WAN1,76.237.81.217,AT&T Broadband II,static,DSR
TXD 83,WAN1,70.118.86.98,Spectrum,static,DSR
TXD 83,WAN2,107.134.207.177,AT&T Broadband II,static,DSR
TXD 84,WAN1,24.112.126.202,DSR VyVe Cable,static,Non-DSR
TXD 85,WAN1,70.118.99.238,Spectrum,static,DSR
TXD 86,WAN1,137.27.173.238,Spectrum,static,DSR
TXD 87,WAN1,47.190.70.186,Frontier FIOS,static,DSR
TXD 88,WAN1,66.76.51.189,Altice West,static,DSR
TXD 88,WAN2,76.237.82.137,AT&T Broadband II,static,DSR
TXD 89,WAN1,104.54.182.97,AT&T Broadband II,static,DSR
TXD 89,WAN2,128.92.60.110,Spectrum,static,DSR
TXD 90,WAN2,71.37.162.185,CenturyLink,static,Non-DSR
TXD 91,WAN1,47.190.133.14,Frontier FIOS,static,DSR
TXD 91,WAN2,131.150.64.226,Spectrum,static,DSR
TXD 92,WAN1,108.241.214.209,AT&T Broadband II,static,DSR
TXD 92,WAN2,131.150.70.90,Spectrum,static,DSR
TXD 93,WAN1,64.72.38.133,DSR Altice,static,Non-DSR
TXD 94,WAN1,162.234.86.65,Spectrum,static,DSR
TXD 94,WAN2,75.139.242.194,AT&T Broadband II,static,DSR
TXD 95,WAN1,137.27.171.134,Spectrum,static,DSR
TXD 96,WAN1,99.56.151.185,AT&T Broadband II,static,DSR
TXD 96,WAN2,172.87.154.102,Spectrum,static,DSR
TXE 01,WAN1,150.220.202.206,Spectrum,static,DSR
TXE 01,WAN2,107.208.244.89,AT&T Broadband II,static,DSR
TXE 02,WAN1,71.78.229.38,Spectrum,static,DSR
TXE 02,WAN2,99.44.225.241,AT&T Broadband II,static,DSR
TXE 03,WAN1,50.84.87.14,Spectrum,static,DSR
TXE 03,WAN2,107.208.246.137,AT&T Broadband II,static,DSR
TXE 05,WAN1,67.78.46.226,Spectrum,static,DSR
TXE 05,WAN2,99.32.12.233,AT&T Broadband II,static,DSR
TXE 06,WAN1,150.220.202.202,Spectrum,static,DSR
TXE 06,WAN2,99.32.12.89,AT&T Broadband II,static,DSR
TXE 07,WAN1,71.78.116.106,Spectrum,static,DSR
TXE 07,WAN2,23.121.144.241,AT&T Broadband II,static,DSR
TXG 01,WAN1,99.26.239.81,AT&T Broadband II,static,DSR
TXG 02,WAN1,156.47.166.66,Consolidated Communications,static,DSR
TXG 03,WAN1,96.76.181.37,Comcast Workplace	,static,Non-DSR
TXH 01,WAN1,104.4.63.209,AT&T Broadband II,static,DSR
TXH 01,WAN2,50.246.48.213,Comcast Workplace,static,DSR
TXH 02,WAN1,50.209.112.37,Comcast Workplace,static,DSR
TXH 02,WAN2,99.164.137.81,AT&T Broadband II,static,DSR
TXH 03,WAN1,198.0.66.93,Comcast Workplace,static,DSR
TXH 03,WAN2,104.189.99.113,AT&T Broadband II,static,DSR
TXH 04,WAN1,99.125.136.1,AT&T Broadband II,static,DSR
TXH 04,WAN2,96.79.187.121,Comcast,static,Non-DSR
TXH 05,WAN1,99.110.95.201,AT&T Broadband II,static,DSR
TXH 05,WAN2,96.73.96.237,Comcast,static,Non-DSR
TXH 10,WAN1,104.186.25.25,AT&T Broadband II,static,DSR
TXH 10,WAN2,50.249.71.157,Comcast Workplace,static,DSR
TXH 11,WAN1,96.73.97.181,"Comcast Cable Communications, LLC",static,Non-DSR
TXH 11,WAN2,99.164.141.137,AT&T Broadband II,static,DSR
TXH 12,WAN1,50.209.113.197,Comcast Workplace,static,DSR
TXH 12,WAN2,104.61.44.73,AT&T Broadband II,static,DSR
TXH 14,WAN1,96.95.234.13,"Comcast Cable Communications, LLC",static,Non-DSR
TXH 15,WAN1,50.209.122.101,Comcast Workplace,static,DSR
TXH 15,WAN2,172.10.171.129,AT&T Broadband II,static,DSR
TXH 16,WAN1,50.209.116.117,Comcast Workplace,static,DSR
TXH 17,WAN1,96.79.164.129,Comcast,static,Non-DSR
TXH 17,WAN2,99.76.17.49,AT&T Broadband II,static,DSR
TXH 18,WAN1,173.11.161.13,Comcast Workplace,static,DSR
TXH 18,WAN2,69.238.222.97,AT&T Broadband II,static,DSR
TXH 20,WAN1,108.65.53.145,AT&T Broadband II,static,DSR
TXH 20,WAN2,50.213.171.5,Comcast Workplace,static,DSR
TXH 21,WAN1,50.192.76.253,Comcast Workplace,static,DSR
TXH 21,WAN2,104.189.97.233,AT&T Broadband II,static,DSR
TXH 22,WAN1,208.180.4.52,Altice,static,DSR
TXH 23,WAN1,66.76.13.154,Optimum,static,Non-DSR
TXH 24,WAN1,96.76.185.213,Comcast,static,Non-DSR
TXH 24,WAN2,99.111.248.9,AT&T Broadband II,static,DSR
TXH 25,WAN1,50.209.123.141,Comcast,static,DSR
TXH 26,WAN1,97.77.145.54,Spectrum,static,DSR
TXH 27,WAN1,50.209.109.97,Comcast Workplace,static,DSR
TXH 27,WAN2,172.0.227.121,AT&T Broadband II,static,DSR
TXH 28,WAN1,96.77.135.141,Comcast,static,DSR
TXH 29,WAN1,96.65.228.173,Comcast Workplace,static,DSR
TXH 29,WAN2,107.221.105.225,AT&T Broadband II,static,DSR
TXH 30,WAN1,50.209.107.161,Comcast Workplace,static,DSR
TXH 30,WAN2,104.50.78.41,AT&T Broadband II,static,DSR
TXH 31,WAN1,96.73.85.37,Comcast Workplace,static,DSR
TXH 31,WAN2,108.193.95.209,AT&T Broadband II,static,DSR
TXH 33,WAN1,172.0.229.77,AT&T Broadband II,static,DSR
TXH 33,WAN2,198.0.88.13,Comcast Workplace,static,DSR
TXH 34,WAN1,23.126.108.177,AT&T Broadband II,static,DSR
TXH 37,WAN1,50.188.80.85,Comcast Workplace,static,DSR
TXH 37,WAN2,75.9.241.201,AT&T Broadband II,static,DSR
TXH 39,WAN1,108.65.52.17,AT&T Broadband II,static,DSR
TXH 39,WAN2,50.197.200.25,Comcast Workplace,static,DSR
TXH 41,WAN1,162.236.70.129,AT&T Broadband II,static,DSR
TXH 41,WAN2,96.73.99.97,Comcast,static,Non-DSR
TXH 43,WAN2,208.180.223.58,Optimum,static,Non-DSR
TXH 44,WAN1,50.194.161.17,Comcast,static,DSR
TXH 45,WAN1,50.194.168.221,Comcast Workplace,static,DSR
TXH 46,WAN1,96.93.81.173,Comcast Workplace,static,DSR
TXH 48,WAN1,173.219.22.185,Optimum,static,Non-DSR
TXH 49,WAN1,74.95.149.213,Comcast Workplace,static,DSR
TXH 50,WAN1,99.65.252.65,AT&T Broadband II,static,DSR
TXH 51,WAN1,50.209.113.169,Comcast Workplace,static,DSR
TXH 52,WAN1,68.74.126.121,AT&T Broadband II,static,DSR
TXH 52,WAN2,50.210.208.249,Comcast,static,Non-DSR
TXH 53,WAN1,108.249.194.5,AT&T Broadband II,static,DSR
TXH 53,WAN2,96.73.110.89,Comcast Workplace,static,DSR
TXH 54,WAN1,50.254.126.177,"Comcast Cable Communications, LLC",static,Non-DSR
TXH 55,WAN1,108.223.37.121,AT&T Broadband II,static,DSR
TXH 55,WAN2,96.73.120.17,"Comcast Cable Communications, LLC",static,Non-DSR
TXH 56,WAN1,172.10.171.81,AT&T Broadband II,static,DSR
TXH 56,WAN2,96.77.159.245,Comcast,static,Non-DSR
TXH 57,WAN1,50.188.77.1,Comcast Workplace,static,DSR
TXH 58,WAN1,71.11.244.250,Spectrum,static,DSR
TXH 58,WAN2,96.68.99.209,Comcast Workplace,static,DSR
TXH 59,WAN1,24.242.165.230,Spectrum,static,DSR
TXH 59,WAN2,104.189.98.161,AT&T Broadband II,static,DSR
TXH 60,WAN1,104.50.73.57,AT&T Broadband II,static,DSR
TXH 60,WAN2,96.65.229.217,Comcast Workplace,static,DSR
TXH 61,WAN1,108.72.206.121,AT&T Broadband II,static,DSR
TXH 61,WAN2,50.78.223.25,Comcast Workplace,static,DSR
TXH 62,WAN1,108.254.202.153,AT&T Broadband II,static,DSR
TXH 62,WAN2,24.173.224.254,Spectrum,static,DSR
TXH 63,WAN1,96.68.118.181,Comcast Workplace,static,DSR
TXH 64,WAN1,96.73.126.69,Comcast,static,DSR
TXH 65,WAN1,108.210.135.209,AT&T Broadband II,static,DSR
TXH 65,WAN2,50.249.68.153,Comcast,static,Non-DSR
TXH 66,WAN1,99.125.139.25,AT&T Broadband II,static,DSR
TXH 66,WAN2,50.197.216.105,Comcast Workplace,static,DSR
TXH 67,WAN1,50.209.113.113,Comcast Workplace,static,DSR
TXH 67,WAN2,99.111.250.41,AT&T Broadband II,static,DSR
TXH 68,WAN1,96.65.254.209,Comcast Workplace,static,DSR
TXH 69,WAN1,108.237.33.129,AT&T Broadband II,static,DSR
TXH 69,WAN2,70.113.243.122,Spectrum,static,DSR
TXH 70,WAN1,96.91.38.197,Comcast,static,DSR
TXH 71,WAN1,162.201.16.17,AT&T Broadband II,static,DSR
TXH 72,WAN1,162.230.160.101,AT&T Broadband II,static,DSR
TXH 72,WAN2,50.209.108.33,Comcast Workplace,static,DSR
TXH 73,WAN1,96.79.182.253,Comcast Workplace,static,DSR
TXH 75,WAN1,96.68.106.113,Comcast Workplace,static,DSR
TXH 77,WAN1,99.29.91.153,AT&T Broadband II,static,DSR
TXH 77,WAN2,50.208.72.229,Comcast Workplace,static,DSR
TXH 78,WAN1,96.68.115.205,Comcast Workplace,static,DSR
TXH 78,WAN2,107.221.108.137,AT&T Broadband II,static,DSR
TXH 79,WAN1,96.88.55.1,DSR Comcast x First IP 96.88.55.1 Gateway 96.88.55.2 Subnet 255.255.255.252,static,Non-DSR
TXH 80,WAN1,23.30.65.17,Comcast Workplace,static,DSR
TXH 81,WAN1,195.252.236.111,Metronet,static,DSR
TXH 81,WAN2,216.228.69.228,Rise Broadband,static,DSR
TXH 82,WAN1,96.77.139.49,Comcast,static,Non-DSR
TXH 82,WAN2,75.51.12.57,AT&T Broadband II,static,DSR
TXH 83,WAN1,75.148.168.125,Comcast Workplace,static,DSR
TXH 84,WAN1,50.209.107.33,Comcast Workplace,static,DSR
TXH 84,WAN2,99.65.249.25,AT&T Broadband II,static,DSR
TXH 85,WAN1,173.219.73.189,Optimum,static,Non-DSR
TXH 86,WAN1,96.73.122.161,Comcast,static,DSR
TXH 87,WAN1,108.249.192.97,AT&T Broadband II,static,DSR
TXH 87,WAN2,96.73.64.77,Comcast Workplace,static,DSR
TXH 88,WAN1,74.95.150.225,Comcast Workplace,static,DSR
TXH 88,WAN2,68.253.20.105,AT&T Broadband II,static,DSR
TXH 89,WAN1,108.249.193.65,AT&T Broadband II,static,DSR
TXH 89,WAN2,96.79.163.117,Comcast Workplace,static,DSR
TXH 90,WAN1,50.209.113.173,Comcast Workplace,static,DSR
TXH 90,WAN2,172.10.168.145,AT&T Broadband II,static,DSR
TXH 91,WAN1,8.2.208.171,-- DSR Livcom |,static,Non-DSR
TXH 92,WAN1,96.88.62.237,Comcast Workplace,static,DSR
TXH 93,WAN1,99.50.12.161,AT&T Broadband II,static,DSR
TXH 93,WAN2,50.188.88.125,Comcast Workplace,static,DSR
TXH 94,WAN1,50.209.110.57,Comcast Workplace,static,DSR
TXH 94,WAN2,156.47.163.34,Consolidated Communications,static,DSR
TXH 95,WAN1,99.26.235.245,AT&T Broadband II,static,DSR
TXH 95,WAN2,96.65.232.233,Comcast Workplace,static,DSR
TXH 96,WAN1,96.85.24.45,Comcast Workplace,static,DSR
TXH 97,WAN1,23.126.108.201,AT&T Broadband II,static,DSR
TXH 97,WAN2,96.65.243.249,"Comcast Cable Communications, LLC",static,Non-DSR
TXL 01,WAN1,216.167.143.148,Vexus,static,DSR
TXL 01,WAN2,66.76.182.71,Altice West,static,DSR
TXL 02,WAN1,208.180.110.229,Altice,static,DSR
TXL 02,WAN2,99.27.192.169,AT&T Broadband II,static,DSR
TXL 03,WAN1,66.76.255.5,Altice,static,DSR
TXL 03,WAN2,104.1.69.217,AT&T Broadband II,static,DSR
TXL 04,WAN1,99.27.194.81,AT&T Broadband II,static,DSR
TXL 04,WAN2,149.115.97.73,Vexus Fiber,static,DSR
TXL 05,WAN1,65.182.82.213,Vexus,static,DSR
TXL 05,WAN2,104.1.71.73,AT&T Broadband II,static,DSR
TXM 01,WAN1,107.128.86.113,AT&T Broadband II,static,DSR
