site_name,site_id,circuit_purpose,circuit_provider,circuit_speed,circuit_cost,circuit_ip,status,data_source,meraki_wan1_provider,meraki_wan1_speed,meraki_wan1_ip,wan1_arin_provider,meraki_wan2_provider,meraki_wan2_speed,meraki_wan2_ip,wan2_arin_provider,has_meraki_device,has_dt_tag,exclusion_reason,provider_match,wan1_arin_match,wan2_arin_match,would_get_dsr_badge
TXH 63,TXH 63,Primary,Comcast Workplace,600.0M x 35.0M,234.45,96.68.118.181,Enabled,csv_import,Comcast Workplace,600.0M x 35.0M,96.68.118.181,Comcast,VZW Cell,Cell,192.168.0.152,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
TXH 64,,Primary,Comcast,,0.00,,Enabled,Non-DSR,Comcast,,96.73.126.69,Comcast,AT&T Cell,cell,192.168.2.111,Private IP,Yes,Yes,Not from CSV import,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,No
TXH 66,TXH 66,Primary,Comcast Workplace,600.0M x 35.0M,234.45,50.197.216.105,Enabled,csv_import,AT&T Broadband II,600.0M x 35.0M,99.125.139.25,AT&T,Comcast Workplace,750.0M x 35.0M,50.197.216.105,PPO CHECK,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
TXH 66,TXH 66 -B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,99.125.139.25,Enabled,csv_import,AT&T Broadband II,600.0M x 35.0M,99.125.139.25,AT&T,Comcast Workplace,750.0M x 35.0M,50.197.216.105,PPO CHECK,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
TXH 68,TXH 68,Primary,Comcast Workplace,600.0M x 35.0M,234.45,96.65.254.209,Enabled,csv_import,Comcast Workplace,600.0M x 35.0M,96.65.254.209,Comcast,VZW Cell,Cell,166.246.93.69,Verizon,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
TXH 69,TXH 69,Primary,Spectrum,600.0M x 35.0M,244.45,70.113.243.122,Enabled,csv_import,AT&T Broadband II,600.0M x 35.0M,108.237.33.129,AT&T,Spectrum,1000.0M x 1000.0M,70.113.243.122,Charter Communications,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
TXH 69,TXH 69- B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,108.237.33.129,Enabled,csv_import,AT&T Broadband II,600.0M x 35.0M,108.237.33.129,AT&T,Spectrum,1000.0M x 1000.0M,70.113.243.122,Charter Communications,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
TXH 70,,Primary,Comcast,,0.00,,Enabled,Non-DSR,Comcast,,96.91.38.197,Comcast,Digi,Cell,192.168.2.186,Private IP,Yes,Yes,Not from CSV import,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,No
TXH 71,TXH 71,Primary,AT&T Broadband II,1000.0M x 1000.0M,165.01,162.201.16.17,Enabled,csv_import,AT&T Broadband II,1000.0M x 1000.0M,162.201.16.17,AT&T,Digi,Cell,192.168.2.220,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
TXH 73,TXH 73,Primary,Comcast Workplace,300.0M x 30.0M,175.56,96.79.182.253,Enabled,csv_import,Comcast Workplace,300.0M x 30.0M,96.79.182.253,Comcast,Digi,Cell,192.168.2.142,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
TXH 74,TXH 74,Primary,Altice,500.0M x 50.0M,212.77,208.180.4.110,Enabled,csv_import,Optimum,500.0M x 50.0M,192.168.1.243,Private IP,VZW Cell,Cell,192.168.0.151,Private IP,Yes,Yes,Eligible,No match,WAN1 ARIN differs from Meraki,WAN2 ARIN differs from Meraki,No
TXH 75,TXH 75,Primary,Comcast Workplace,600.0M x 35.0M,234.45,96.68.106.113,Enabled,csv_import,Comcast Workplace,600.0M x 35.0M,96.68.106.113,Comcast,VZW Cell,Cell,192.168.0.63,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
TXH 79,TXH 79,Primary,Comcast Workplace,600.0M x 35.0M,234.45,96.88.55.1,Enabled,csv_import,Comcast Workplace,600.0M x 35.0M,96.88.55.1,Comcast,Digi,Cell,166.168.184.64,Verizon,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
TXH 79,TXH 79,Primary,Comcast Workplace,600.0M x 35.0M,234.45,96.88.55.1,Enabled,csv_import,Comcast Workplace,600.0M x 35.0M,96.88.55.1,Comcast,Digi,Cell,192.168.2.205,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
TXH 80,TXH 80,Primary,Comcast Workplace,600.0M x 35.0M,234.45,23.30.65.17,Enabled,csv_import,Comcast Workplace,750.0M x 35.0M,23.30.65.17,FIDELITY NATIONAL TITLE,VZW Cell,Cell,166.168.231.225,Verizon,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN differs from Meraki,Yes
TXH 81,TXH 81,Primary,Rise Broadband,15.0M x 3.0M,149.95,216.228.69.228,Enabled,csv_import,Metronet,15.0M x 3.0M,195.252.236.111,Metronet,Rise Broadband,15.0M x 3.0M,216.228.69.228,"JAB Wireless, INC.",Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
TXH 81,TXH 81,Secondary,Metronet,300.0M x 300.0M,139.95,195.252.236.111,Enabled,csv_import,Metronet,15.0M x 3.0M,195.252.236.111,Metronet,Rise Broadband,15.0M x 3.0M,216.228.69.228,"JAB Wireless, INC.",Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
TXH 83,TXH 83,Primary,Comcast Workplace,250.0M x 25.0M,186.18,75.148.168.125,Enabled,csv_import,Comcast Workplace,250.0M x 25.0M,75.148.168.125,Comcast,VZW Cell,Cell,192.168.0.151,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
TXH 86,,Primary,Comcast,,0.00,,Enabled,Non-DSR,Comcast,,96.73.122.161,Comcast,Verizon Business,Cell,192.168.0.151,Private IP,Yes,Yes,Not from CSV import,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,No
TXH 88,TXH 88,Primary,Comcast Workplace,250.0M x 25.0M,186.18,74.95.150.225,Enabled,csv_import,Comcast Workplace,300.0M x 30.0M,74.95.150.225,VESCO BUSINESS PRODUCTS,AT&T Broadband II,300.0M x 300.0M,68.253.20.105,AT&T,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
TXH 88,TXH 88 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,68.253.20.105,Enabled,csv_import,Comcast Workplace,300.0M x 30.0M,74.95.150.225,VESCO BUSINESS PRODUCTS,AT&T Broadband II,300.0M x 300.0M,68.253.20.105,AT&T,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
TXH 91,TXH 91,Primary,Livcom,200.0M x 200.0M,150.00,8.2.208.171,Enabled,csv_import,Livcom,200.0M x 200.0M,8.2.208.171,Telcom Supply,Digi,Cell,192.168.2.178,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN differs from Meraki,Yes
TXH 92,TXH 92,Primary,Comcast Workplace,250.0M x 25.0M,186.18,96.88.62.237,Enabled,csv_import,Comcast Workplace,250.0M x 25.0M,96.88.62.237,Comcast,"CenturyLink Communications, LLC",80.0M x 10.0M,192.168.0.2,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
TXH 92,TXH 92- B,Secondary,Brightspeed,80.0M x 10.0M,149.99,71.37.162.209,Enabled,csv_import,Comcast Workplace,250.0M x 25.0M,96.88.62.237,Comcast,"CenturyLink Communications, LLC",80.0M x 10.0M,192.168.0.2,Private IP,Yes,Yes,Eligible,No match,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,No
TXH 96,TXH 96,Primary,Comcast Workplace,250.0M x 25.0M,186.18,96.85.24.45,Enabled,csv_import,Comcast Workplace,250.0M x 25.0M,96.85.24.45,Comcast,VZW Cell,Cell,192.168.0.151,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
TXH SE Flex DTU,TXH SE Flex DTU,Primary,Comcast Workplace,600.0M x 35.0M,234.45,50.209.109.209,Enabled,csv_import,Comcast Workplace,600.0M x 35.0M,10.1.10.143,Private IP,,,,,Yes,No,No Discount-Tire tag,Exact match WAN1,WAN1 ARIN differs from Meraki,No WAN2 ARIN data,No
TXL 01,TXL 01,Primary,Altice West,500.0M x 50.0M,222.23,66.76.182.71,Enabled,csv_import,Vexus,500.0M x 50.0M,216.167.143.148,Vexus Fiber,Altice West,500.0M x 50.0M,66.76.182.71,Optimum,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
TXL 01,TXL 01- B,Secondary,Vexus,250.0M x 250.0M,99.99,216.167.143.148,Enabled,csv_import,Vexus,500.0M x 50.0M,216.167.143.148,Vexus Fiber,Altice West,500.0M x 50.0M,66.76.182.71,Optimum,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
TXL 02,TXL 02,Primary,Altice,500.0M x 50.0M,212.77,208.180.110.229,Enabled,csv_import,Altice,500.0M x 50.0M,208.180.110.229,Optimum,AT&T Broadband II,300.0M x 300.0M,99.27.192.169,AT&T,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
TXL 02,TXL 02 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,99.27.192.169,Enabled,csv_import,Altice,500.0M x 50.0M,208.180.110.229,Optimum,AT&T Broadband II,300.0M x 300.0M,99.27.192.169,AT&T,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
TXL 03,TXL 03,Primary,Altice,500.0M x 50.0M,212.77,66.76.255.5,Enabled,csv_import,Altice,500.0M x 50.0M,66.76.255.5,Optimum,AT&T Broadband II,300.0M x 300.0M,104.1.69.217,AT&T,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
TXL 03,TXL 03 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,104.1.69.217,Enabled,csv_import,Altice,500.0M x 50.0M,66.76.255.5,Optimum,AT&T Broadband II,300.0M x 300.0M,104.1.69.217,AT&T,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
TXM 01,TXM 01,Primary,AT&T Broadband II,1000.0M x 1000.0M,165.01,107.128.86.113,Enabled,csv_import,AT&T Broadband II,1000.0M x 1000.0M,107.128.86.113,AT&T,Digi,Cell,192.168.2.134,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
TXM 02,TXM 02,Primary,Altice,500.0M x 50.0M,212.77,208.180.5.61,Enabled,csv_import,Altice,500.0M x 50.0M,208.180.5.61,Optimum,AT&T Broadband II,300.0M x 300.0M,104.186.116.57,AT&T,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
TXM 02,TXM 02 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,104.186.116.57,Enabled,csv_import,Altice,500.0M x 50.0M,208.180.5.61,Optimum,AT&T Broadband II,300.0M x 300.0M,104.186.116.57,AT&T,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
TXM 03,TXM 03,Primary,Altice,300.0M x 30.0M,170.22,208.180.5.183,Enabled,csv_import,AT&T Broadband II,300.0M x 30.0M,172.7.186.105,AT&T,Altice,300.0M x 30.0M,192.168.1.69,Private IP,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
TXM 03,TXM 03 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,172.7.186.105,Enabled,csv_import,AT&T Broadband II,300.0M x 30.0M,172.7.186.105,AT&T,Altice,300.0M x 30.0M,192.168.1.69,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
TXN 01,TXN 01,Primary,Spectrum,600.0M x 35.0M,172.23,71.42.136.70,Enabled,csv_import,Spectrum,600.0M x 35.0M,71.42.136.70,Charter Communications,AT&T Broadband II,300.0M x 300.0M,99.42.195.153,AT&T,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
TXN 01,TXN 01 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,99.42.195.153,Enabled,csv_import,Spectrum,600.0M x 35.0M,71.42.136.70,Charter Communications,AT&T Broadband II,300.0M x 300.0M,99.42.195.153,AT&T,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
TXO 01,TXO 01,Primary,AT&T Broadband II,1000.0M x 200.0M,165.00,172.13.226.113,Enabled,csv_import,AT&T Broadband II,1000.0M x 200.0M,172.13.226.113,AT&T,EB2-CableOne Cable,300.0M x 30.0M,160.3.220.222,"CABLE ONE, INC.",Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
TXO 01,TXO 01 -B,Secondary,EB2-CableOne Cable,300.0M x 30.0M,335.00,160.3.220.222,Enabled,csv_import,AT&T Broadband II,1000.0M x 200.0M,172.13.226.113,AT&T,EB2-CableOne Cable,300.0M x 30.0M,160.3.220.222,"CABLE ONE, INC.",Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
TXS 02,TXS 02,Primary,Spectrum,600.0M x 35.0M,244.45,108.178.107.106,Enabled,csv_import,Spectrum,600.0M x 35.0M,108.178.107.106,Charter Communications,AT&T Broadband II,300.0M x 300.0M,76.255.12.57,AT&T,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
TXS 02,TXS 02 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,76.255.12.57,Enabled,csv_import,Spectrum,600.0M x 35.0M,108.178.107.106,Charter Communications,AT&T Broadband II,300.0M x 300.0M,76.255.12.57,AT&T,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
TXS 05,TXS 05,Primary,Spectrum,940.0M x 35.0M,355.56,97.105.89.22,Enabled,csv_import,Spectrum,940.0M x 35.0M,97.105.89.22,Charter Communications,AT&T Broadband II,300.0M x 300.0M,99.165.15.233,AT&T,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
TXS 05,TXS 05 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,99.165.15.233,Enabled,csv_import,Spectrum,940.0M x 35.0M,97.105.89.22,Charter Communications,AT&T Broadband II,300.0M x 300.0M,99.165.15.233,AT&T,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
TXS 06,TXS 06,Primary,Spectrum,600.0M x 35.0M,172.23,97.105.186.230,Enabled,csv_import,Spectrum,600.0M x 35.0M,97.105.186.230,Charter Communications,AT&T Broadband II,300.0M x 300.0M,108.224.179.105,AT&T,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
TXS 06,TXS 06 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,108.224.179.105,Enabled,csv_import,Spectrum,600.0M x 35.0M,97.105.186.230,Charter Communications,AT&T Broadband II,300.0M x 300.0M,108.224.179.105,AT&T,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
TXS 07,TXS 07,Primary,Spectrum,600.0M x 35.0M,244.45,97.105.126.54,Enabled,csv_import,Spectrum,600.0M x 35.0M,97.105.126.54,Charter Communications,AT&T Broadband II,300.0M x 300.0M,76.199.50.89,AT&T,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
TXS 07,TXS 07 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,76.199.50.89,Enabled,csv_import,Spectrum,600.0M x 35.0M,97.105.126.54,Charter Communications,AT&T Broadband II,300.0M x 300.0M,76.199.50.89,AT&T,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
TXS 08,TXS 08,Primary,Spectrum,940.0M x 35.0M,355.56,70.113.225.54,Enabled,csv_import,Spectrum,940.0M x 35.0M,70.113.225.54,Charter Communications,Digi,Cell,10.0.0.2,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN differs from Meraki,Yes
TXS 09,TXS 09,Primary,AT&T Broadband II,1000.0M x 1000.0M,240.04,76.255.15.17,Enabled,csv_import,AT&T Broadband II,1000.0M x 1000.0M,76.255.15.17,AT&T,Spectrum,750.0M x 35.0M,71.41.12.254,STARBUCKS,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
TXS 09,TXS 09 -B,Secondary,Spectrum,600.0M x 35.0M,172.23,71.41.12.254,Enabled,csv_import,AT&T Broadband II,1000.0M x 1000.0M,76.255.15.17,AT&T,Spectrum,750.0M x 35.0M,71.41.12.254,STARBUCKS,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
TXS 11,TXS 11,Primary,Spectrum,600.0M x 35.0M,172.23,150.220.208.238,Enabled,csv_import,Spectrum,600.0M x 35.0M,150.220.208.238,Charter Communications,AT&T Broadband II,1000.0M x 1000.0M,162.202.72.217,AT&T,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
TXS 11,TXS 11- B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,162.202.72.217,Enabled,csv_import,Spectrum,600.0M x 35.0M,150.220.208.238,Charter Communications,AT&T Broadband II,1000.0M x 1000.0M,162.202.72.217,AT&T,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
TXS 12,TXS 12,Primary,Spectrum,600.0M x 35.0M,244.45,97.105.18.226,Enabled,csv_import,AT&T Broadband II,600.0M x 35.0M,104.51.41.117,AT&T,Spectrum,750.0 M,97.105.18.226,Charter Communications,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
TXS 13,TXS 13 -B,Primary,Spectrum,600.0M x 35.0M,244.45,67.79.227.50,Enabled,csv_import,AT&T Broadband II,600.0M x 35.0M,108.213.53.73,AT&T,Spectrum,300.0M x 300.0M,67.79.227.50,Charter Communications,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
TXS 13,TXS 13,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,108.213.53.73,Enabled,csv_import,AT&T Broadband II,600.0M x 35.0M,108.213.53.73,AT&T,Spectrum,300.0M x 300.0M,67.79.227.50,Charter Communications,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
TXS 14,TXS 14,Primary,Spectrum,600.0M x 35.0M,244.45,70.113.230.246,Enabled,csv_import,AT&T Broadband II,600.0M x 35.0M,104.4.82.129,AT&T,Spectrum,1000.0M x 1000.0M,70.113.230.246,Charter Communications,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
TXS 14,TXS 14- B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,104.4.82.129,Enabled,csv_import,AT&T Broadband II,600.0M x 35.0M,104.4.82.129,AT&T,Spectrum,1000.0M x 1000.0M,70.113.230.246,Charter Communications,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
TXS 15,TXS 15,Primary,Spectrum,600.0M x 35.0M,172.23,67.79.106.110,Enabled,csv_import,Spectrum,600.0M x 35.0M,67.79.106.110,Charter Communications,AT&T Broadband II,300.0M x 300.0M,104.48.156.169,AT&T,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
TXS 15,TXS 15 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,104.48.156.169,Enabled,csv_import,Spectrum,600.0M x 35.0M,67.79.106.110,Charter Communications,AT&T Broadband II,300.0M x 300.0M,104.48.156.169,AT&T,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
TXS 16,TXS 16,Primary,Spectrum,600.0M x 35.0M,172.23,150.220.131.54,Enabled,csv_import,AT&T Broadband II,600.0M x 35.0M,76.255.8.185,AT&T,Spectrum,300.0M x 300.0M,150.220.131.54,Charter Communications,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
TXS 16,TXS 16 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,76.255.8.185,Enabled,csv_import,AT&T Broadband II,600.0M x 35.0M,76.255.8.185,AT&T,Spectrum,300.0M x 300.0M,150.220.131.54,Charter Communications,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
TXS 17,TXS 17,Primary,Spectrum,600.0M x 35.0M,244.45,24.173.84.122,Enabled,csv_import,Spectrum,600.0M x 35.0M,24.173.84.122,Charter Communications,AT&T Broadband II,300.0M x 300.0M,108.224.182.89,AT&T,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
TXS 17,TXS 17 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,108.224.182.89,Enabled,csv_import,Spectrum,600.0M x 35.0M,24.173.84.122,Charter Communications,AT&T Broadband II,300.0M x 300.0M,108.224.182.89,AT&T,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
TXS 18,TXS 18,Primary,Spectrum,600.0M x 35.0M,244.45,97.105.101.162,Enabled,csv_import,Spectrum,600.0M x 35.0M,97.105.101.162,Charter Communications,EB2-Windstream Fiber,500.0M x 500.0M,66.217.153.158,Windstream Communications LLC,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN differs from Meraki,Yes
TXS 18,TXS 18 -B,Secondary,EB2-Windstream Fiber,500.0M x 500.0M,209.00,66.217.153.158,Enabled,csv_import,Spectrum,600.0M x 35.0M,97.105.101.162,Charter Communications,EB2-Windstream Fiber,500.0M x 500.0M,66.217.153.158,Windstream Communications LLC,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN differs from Meraki,WAN2 ARIN differs from Meraki,Yes
TXS 19,TXS 19,Primary,Spectrum,600.0M x 35.0M,172.23,150.220.131.50,Enabled,csv_import,Spectrum,600.0M x 35.0M,150.220.131.50,Charter Communications,AT&T Broadband II,300.0M x 300.0M,108.213.53.97,AT&T,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
TXS 19,TXS 19 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,108.213.53.97,Enabled,csv_import,Spectrum,600.0M x 35.0M,150.220.131.50,Charter Communications,AT&T Broadband II,300.0M x 300.0M,108.213.53.97,AT&T,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
TXS 20,TXS 20,Primary,Spectrum,600.0M x 35.0M,244.45,24.153.161.206,Enabled,csv_import,Spectrum,600.0M x 35.0M,24.153.161.206,Charter Communications,AT&T Broadband II,300.0M x 300.0M,107.195.75.249,AT&T,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
TXS 20,TXS 20 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,107.195.75.249,Enabled,csv_import,Spectrum,600.0M x 35.0M,24.153.161.206,Charter Communications,AT&T Broadband II,300.0M x 300.0M,107.195.75.249,AT&T,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
TXS 21,TXS 21,Primary,Spectrum,600.0M x 35.0M,244.45,70.113.232.82,Enabled,csv_import,Spectrum,600.0M x 35.0M,70.113.232.82,Charter Communications,AT&T Broadband II,300.0M x 300.0M,76.199.52.217,AT&T,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
TXS 21,TXS 21 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,76.199.52.217,Enabled,csv_import,Spectrum,600.0M x 35.0M,70.113.232.82,Charter Communications,AT&T Broadband II,300.0M x 300.0M,76.199.52.217,AT&T,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
TXS 22,TXS 22,Primary,Spectrum,600.0M x 35.0M,244.45,98.6.120.34,Enabled,csv_import,Spectrum,600.0M x 35.0M,98.6.120.34,Charter Communications,AT&T Broadband II,300.0M x 300.0M,108.224.180.137,AT&T,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
TXS 22,TXS 22 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,108.224.180.137,Enabled,csv_import,Spectrum,600.0M x 35.0M,98.6.120.34,Charter Communications,AT&T Broadband II,300.0M x 300.0M,108.224.180.137,AT&T,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
TXS 23,TXS 23,Primary,Spectrum,600.0M x 35.0M,244.45,67.78.107.122,Enabled,csv_import,Spectrum,600.0M x 35.0M,67.78.107.122,Charter Communications,GVTC Communications,250.0M x 250.0M,69.166.64.173,"Guadalupe Valley Telephone Cooperative,",Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN differs from Meraki,Yes
