Site Name,Circuit Purpose,Status,IP Address,Circuits Table Provider,Circuits Table Speed,Enriched Network Name,Enriched Provider,Enriched Speed,DSR Provider,DSR Speed,Has Meraki Notes,Notes Preview
TXO 02,Primary,Enabled,24.116.31.158,Cable One ,300.0M x 50.0M,TXO 02,Cable One,300.0M x 50.0M,Cable One ,300.0M x 50.0M,Yes,"WAN 1
Cable One
300.0M x 50.0M
WAN 2
AT&T Broadband II
300.0M x 300.0M..."
TXO 02,Secondary,Enabled,172.13.227.89,AT&T Broadband II,300.0M x 300.0M,TXO 02,AT&T Broadband II,300.0M x 300.0M,AT&T Broadband II,300.0M x 300.0M,Yes,"WAN 1
Cable One
300.0M x 50.0M
WAN 2
AT&T Broadband II
300.0M x 300.0M..."
TXS 02,Primary,Enabled,108.178.107.106,Spectrum,750.0M x 35.0M,TXS 02,Spectrum,600.0M x 35.0M,Spectrum,750.0M x 35.0M,Yes,"WAN 1
Spectrum
750.0M x 35.0M
WAN 2
AT&T Broadband II
300.0M x 300.0M..."
TXS 02,Secondary,Enabled,76.255.12.57,AT&T Broadband II,300.0M x 300.0M,TXS 02,AT&T Broadband II,300.0M x 300.0M,AT&T Broadband II,300.0M x 300.0M,Yes,"WAN 1
Spectrum
750.0M x 35.0M
WAN 2
AT&T Broadband II
300.0M x 300.0M..."
TXS 05,Primary,Enabled,97.105.89.22,Spectrum,1000.0M x 50.0M,TXS 05,Spectrum,940.0M x 35.0M,Spectrum,1000.0M x 50.0M,Yes,"WAN 1
Spectrum
1000.0M x 50.0M
WAN 2
AT&T Broadband II
300.0M x 300.0M..."
TXS 05,Secondary,Enabled,99.165.15.233,AT&T Broadband II,300.0M x 300.0M,TXS 05,AT&T Broadband II,300.0M x 300.0M,AT&T Broadband II,300.0M x 300.0M,Yes,"WAN 1
Spectrum
1000.0M x 50.0M
WAN 2
AT&T Broadband II
300.0M x 300.0M..."
TXS 06,Primary,Enabled,97.105.186.230,Spectrum,750.0M x 35.0M,TXS 06,Spectrum,600.0M x 35.0M,Spectrum,750.0M x 35.0M,Yes,"WAN 1
Spectrum
750.0M x 35.0M
WAN 2
AT&T Broadband II
300.0M x 300.0M..."
TXS 06,Secondary,Enabled,108.224.179.105,AT&T Broadband II,300.0M x 300.0M,TXS 06,AT&T Broadband II,300.0M x 300.0M,AT&T Broadband II,300.0M x 300.0M,Yes,"WAN 1
Spectrum
750.0M x 35.0M
WAN 2
AT&T Broadband II
300.0M x 300.0M..."
TXS 07,Primary,Enabled,97.105.126.54,Spectrum,750.0M x 35.0M,TXS 07,Spectrum,600.0M x 35.0M,Spectrum,750.0M x 35.0M,Yes,"WAN 1
Spectrum
750.0M x 35.0M
WAN 2
AT&T Broadband II
300.0M x 300.0M..."
TXS 07,Secondary,Enabled,76.199.50.89,AT&T Broadband II,300.0M x 300.0M,TXS 07,AT&T Broadband II,300.0M x 300.0M,AT&T Broadband II,300.0M x 300.0M,Yes,"WAN 1
Spectrum
750.0M x 35.0M
WAN 2
AT&T Broadband II
300.0M x 300.0M..."
TXS 08,Primary,Enabled,70.113.225.54,Spectrum,1000.0M x 50.0M,TXS 08,Spectrum,940.0M x 35.0M,Spectrum,1000.0M x 50.0M,Yes,"WAN 1
Spectrum
940.0M x 35.0M
WAN 2
Digi
Cell..."
TXS 08,Secondary,No Service Available,NaN,NSA,,TXS 08,Digi,Cell,,,Yes,"WAN 1
Spectrum
940.0M x 35.0M
WAN 2
Digi
Cell..."
TXS 09,Primary,Enabled,76.255.15.17,AT&T Broadband II,1000.0M x 1000.0M,TXS 09,AT&T Broadband II,1000.0M x 1000.0M,AT&T Broadband II,1000.0M x 1000.0M,Yes,"WAN 1
AT&T Broadband II
1000.0M x 1000.0M
WAN 2
Spectrum
750.0M x 35.0M..."
TXS 09,Secondary,Enabled,71.41.12.254,Spectrum,750.0M x 35.0M,TXS 09,Spectrum,600.0M x 35.0M,Spectrum,750.0M x 35.0M,Yes,"WAN 1
AT&T Broadband II
1000.0M x 1000.0M
WAN 2
Spectrum
750.0M x 35.0M..."
TXS 11,Primary,Enabled,150.220.208.238,Spectrum,750.0M x 35.0M,TXS 11,Spectrum,600.0M x 35.0M,Spectrum,750.0M x 35.0M,Yes,"WAN 1
Spectrum
750.0M x 35.0M
WAN 2
AT&T Broadband II
1000.0M x 1000.0M..."
TXS 11,Secondary,Enabled,162.202.72.217,AT&T Broadband II,1000.0M x 1000.0M,TXS 11,AT&T Broadband II,1000.0M x 1000.0M,AT&T Broadband II,1000.0M x 1000.0M,Yes,"WAN 1
Spectrum
750.0M x 35.0M
WAN 2
AT&T Broadband II
1000.0M x 1000.0M..."
TXS 12,Primary,Enabled,97.105.18.226,Spectrum,750.0M x 35.0M,TXS 12,AT&T Broadband II,600.0M x 35.0M,Spectrum,750.0M x 35.0M,Yes,"WAN 1
AT&T Broadband II
1000.0M x 1000.0M
WAN 2
Spectrum
750.0M x 35.0M..."
TXS 12,Secondary,Enabled/Disconnect Pending,75.60.109.217,AT&T Broadband II,1000.0M x 1000.0M,TXS 12,Spectrum,750.0 M,,,Yes,"WAN 1
AT&T Broadband II
1000.0M x 1000.0M
WAN 2
Spectrum
750.0M x 35.0M..."
TXS 13,Primary,Enabled,67.79.227.50,Spectrum,750.0M x 35.0M,TXS 13,AT&T Broadband II,600.0M x 35.0M,Spectrum,750.0M x 35.0M,Yes,"WAN 1
AT&T Broadband II
300.0M x 300.0M
WAN 2
Spectrum
750.0M x 35.0M..."
TXS 13,Secondary,Enabled,108.213.53.73,AT&T Broadband II,300.0M x 300.0M,TXS 13,Spectrum,300.0M x 300.0M,AT&T Broadband II,300.0M x 300.0M,Yes,"WAN 1
AT&T Broadband II
300.0M x 300.0M
WAN 2
Spectrum
750.0M x 35.0M..."
TXS 14,Primary,Enabled,70.113.230.246,Spectrum,750.0M x 35.0M,TXS 14,AT&T Broadband II,600.0M x 35.0M,Spectrum,750.0M x 35.0M,Yes,"WAN 1
AT&T Broadband II
1000.0M x 1000.0M
WAN 2
Spectrum
750.0M x 35.0M..."
TXS 14,Secondary,Enabled,104.4.82.129,AT&T Broadband II,1000.0M x 1000.0M,TXS 14,Spectrum,1000.0M x 1000.0M,AT&T Broadband II,1000.0M x 1000.0M,Yes,"WAN 1
AT&T Broadband II
1000.0M x 1000.0M
WAN 2
Spectrum
750.0M x 35.0M..."
TXS 15,Primary,Enabled,67.79.106.110,Spectrum,750.0M x 35.0M,TXS 15,Spectrum,600.0M x 35.0M,Spectrum,750.0M x 35.0M,Yes,"WAN 1
Spectrum
750.0M x 35.0M
WAN 2
AT&T Broadband II
300.0M x 300.0M..."
TXS 15,Secondary,Enabled,104.48.156.169,AT&T Broadband II,300.0M x 300.0M,TXS 15,AT&T Broadband II,300.0M x 300.0M,AT&T Broadband II,300.0M x 300.0M,Yes,"WAN 1
Spectrum
750.0M x 35.0M
WAN 2
AT&T Broadband II
300.0M x 300.0M..."
TXS 16,Primary,Enabled,150.220.131.54,Spectrum,600.0M x 35.0M,TXS 16,AT&T Broadband II,600.0M x 35.0M,Spectrum,600.0M x 35.0M,Yes,"WAN 1
AT&T Broadband II
300.0M x 300.0M
WAN 2
Spectrum
600.0M x 35.0M..."
TXS 16,Secondary,Enabled,76.255.8.185,AT&T Broadband II,300.0M x 300.0M,TXS 16,Spectrum,300.0M x 300.0M,AT&T Broadband II,300.0M x 300.0M,Yes,"WAN 1
AT&T Broadband II
300.0M x 300.0M
WAN 2
Spectrum
600.0M x 35.0M..."
TXS 17,Primary,Enabled,24.173.84.122,Spectrum,750.0M x 35.0M,TXS 17,Spectrum,600.0M x 35.0M,Spectrum,750.0M x 35.0M,Yes,"WAN 1
Spectrum
750.0M x 35.0M
WAN 2
AT&T Broadband II
300.0M x 300.0M..."
TXS 17,Secondary,Enabled,108.224.182.89,AT&T Broadband II,300.0M x 300.0M,TXS 17,AT&T Broadband II,300.0M x 300.0M,AT&T Broadband II,300.0M x 300.0M,Yes,"WAN 1
Spectrum
750.0M x 35.0M
WAN 2
AT&T Broadband II
300.0M x 300.0M..."
TXS 18,Primary,Enabled,97.105.101.162,Spectrum,750.0M x 35.0M,TXS 18,Spectrum,600.0M x 35.0M,Spectrum,750.0M x 35.0M,Yes,"WAN 1
Spectrum
750.0M x 35.0M
WAN 2
EB2-Windstream Fiber
500.0M x 500.0M..."
TXS 18,Secondary,Enabled,66.217.153.158,EB2-Windstream Fiber,500.0M x 500.0M,TXS 18,EB2-Windstream Fiber,500.0M x 500.0M,EB2-Windstream Fiber,500.0M x 500.0M,Yes,"WAN 1
Spectrum
750.0M x 35.0M
WAN 2
EB2-Windstream Fiber
500.0M x 500.0M..."
TXS 19,Primary,Enabled,150.220.131.50,Spectrum,750.0M x 35.0M,TXS 19,Spectrum,600.0M x 35.0M,Spectrum,750.0M x 35.0M,Yes,"WAN 1
Spectrum
750.0M x 35.0M
WAN 2
AT&T Broadband II
300.0M x 300.0M..."
TXS 19,Secondary,Enabled,108.213.53.97,AT&T Broadband II,300.0M x 300.0M,TXS 19,AT&T Broadband II,300.0M x 300.0M,AT&T Broadband II,300.0M x 300.0M,Yes,"WAN 1
Spectrum
750.0M x 35.0M
WAN 2
AT&T Broadband II
300.0M x 300.0M..."
TXS 20,Primary,Enabled,24.153.161.206,Spectrum,750.0M x 35.0M,TXS 20,Spectrum,600.0M x 35.0M,Spectrum,750.0M x 35.0M,Yes,"WAN 1
Spectrum
750.0M x 35.0M
WAN 2
AT&T Broadband II
300.0M x 300.0M..."
TXS 20,Secondary,Enabled,107.195.75.249,AT&T Broadband II,300.0M x 300.0M,TXS 20,AT&T Broadband II,300.0M x 300.0M,AT&T Broadband II,300.0M x 300.0M,Yes,"WAN 1
Spectrum
750.0M x 35.0M
WAN 2
AT&T Broadband II
300.0M x 300.0M..."
TXS 21,Primary,Enabled,70.113.232.82,Spectrum,750.0M x 35.0M,TXS 21,Spectrum,600.0M x 35.0M,Spectrum,750.0M x 35.0M,Yes,"WAN 1
Spectrum
750.0M x 35.0M
WAN 2
AT&T Broadband II
300.0M x 300.0M..."
TXS 21,Secondary,Enabled,76.199.52.217,AT&T Broadband II,300.0M x 300.0M,TXS 21,AT&T Broadband II,300.0M x 300.0M,AT&T Broadband II,300.0M x 300.0M,Yes,"WAN 1
Spectrum
750.0M x 35.0M
WAN 2
AT&T Broadband II
300.0M x 300.0M..."
TXS 22,Primary,Enabled,98.6.120.34,Spectrum,750.0M x 35.0M,TXS 22,Spectrum,600.0M x 35.0M,Spectrum,750.0M x 35.0M,Yes,"WAN 1
Spectrum
750.0M x 35.0M
WAN 2
AT&T Broadband II
300.0M x 300.0M..."
TXS 22,Secondary,Enabled,108.224.180.137,AT&T Broadband II,300.0M x 300.0M,TXS 22,AT&T Broadband II,300.0M x 300.0M,AT&T Broadband II,300.0M x 300.0M,Yes,"WAN 1
Spectrum
750.0M x 35.0M
WAN 2
AT&T Broadband II
300.0M x 300.0M..."
TXS 23,Primary,Enabled,67.78.107.122,Spectrum,750.0M x 35.0M,TXS 23,Spectrum,600.0M x 35.0M,Spectrum,750.0M x 35.0M,Yes,"WAN 1
Spectrum
750.0M x 35.0M
WAN 2
GVTC Communications
250.0M x 250.0M..."
TXS 23,Secondary,Enabled,69.166.64.173,GVTC Communications,250.0M x 250.0M,TXS 23,GVTC Communications,250.0M x 250.0M,GVTC Communications,250.0M x 250.0M,Yes,"WAN 1
Spectrum
750.0M x 35.0M
WAN 2
GVTC Communications
250.0M x 250.0M..."
TXS 24,Primary,Enabled,67.79.241.126,Spectrum,750.0M x 35.0M,TXS 24,DSR AT&T,600.0M x 35.0M,Spectrum,750.0M x 35.0M,Yes,"WAN 1
DSR AT&T
1000.0M x 1000.0M
WAN 2
Spectrum
600.0M x 35.0M..."
TXS 24,Secondary,Ready for Enablement,NaN,AT&T Broadband II,1000.0M x 1000.0M,TXS 24,Spectrum,600.0 M,,,Yes,"WAN 1
DSR AT&T
1000.0M x 1000.0M
WAN 2
Spectrum
600.0M x 35.0M..."
TXS 25,Primary,Enabled,64.183.186.214,Spectrum,750.0M x 35.0M,TXS 25,Spectrum,600.0M x 35.0M,Spectrum,750.0M x 35.0M,Yes,"WAN 1
Spectrum
600.0M x 35.0M
WAN 2
VZW Cell
Cell..."
TXS 25,Secondary,Order Canceled,NaN,NaN,,TXS 25,VZW Cell,Cell,,,Yes,"WAN 1
Spectrum
600.0M x 35.0M
WAN 2
VZW Cell
Cell..."
TXS 26,Primary,Enabled,70.116.227.178,Spectrum,750.0M x 35.0M,TXS 26,GVTC Communications,600.0M x 35.0M,Spectrum,750.0M x 35.0M,Yes,"WAN 1
GVTC Communications
500.0M x 250.0M
WAN 2
Spectrum
750.0M x 35.0M..."
TXS 26,Secondary,Enabled,216.177.186.153,GVTC Communications,500.0M x 250.0M,TXS 26,Spectrum,500.0M x 250.0M,GVTC Communications,500.0M x 250.0M,Yes,"WAN 1
GVTC Communications
500.0M x 250.0M
WAN 2
Spectrum
750.0M x 35.0M..."
TXS 27,Primary,Enabled,71.41.135.90,Spectrum,750.0M x 35.0M,TXS 27,Spectrum,600.0M x 35.0M,Spectrum,750.0M x 35.0M,Yes,"WAN 1 Spectrum 750.0M x 35.0M

WAN 2 AT&T Broadband II 300.0M x 300.0M..."
TXS 27,Secondary,Enabled,104.4.87.57,AT&T Broadband II,300.0M x 300.0M,TXS 27,AT&T Broadband II,300.0M x 300.0M,AT&T Broadband II,300.0M x 300.0M,Yes,"WAN 1 Spectrum 750.0M x 35.0M

WAN 2 AT&T Broadband II 300.0M x 300.0M..."
TXS 28,Primary,Enabled,104.176.95.145,AT&T Broadband II,500.0M x 100.0M,TXS 28,AT&T Broadband II,500.0M x 100.0M,AT&T Broadband II,500.0M x 100.0M,Yes,"WAN 1
AT&T Broadband II
500.0M x 100.0M
WAN 2
Spectrum
750.0M x 35.0M..."
TXS 28,Secondary,Enabled,75.87.42.174,Spectrum,750.0M x 35.0M,TXS 28,Spectrum,600.0M x 35.0M,Spectrum,750.0M x 35.0M,Yes,"WAN 1
AT&T Broadband II
500.0M x 100.0M
WAN 2
Spectrum
750.0M x 35.0M..."
TXS 29,Primary,Enabled,71.78.32.74,Spectrum,750.0M x 35.0M,TXS 29,AT&T Broadband II,300.0M x 20.0M,Spectrum,750.0M x 35.0M,Yes,"WAN 1
AT&T Broadband II
1000.0M x 1000.0M
WAN 2
Spectrum
750.0M x 35.0M..."
TXS 29,Secondary,Enabled,104.186.86.241,AT&T Broadband II,1000.0M x 1000.0M,TXS 29,Spectrum,1000.0M x 1000.0M,AT&T Broadband II,1000.0M x 1000.0M,Yes,"WAN 1
AT&T Broadband II
1000.0M x 1000.0M
WAN 2
Spectrum
750.0M x 35.0M..."
TXS 30,Primary,Enabled,50.84.69.66,Spectrum,750.0M x 35.0M,TXS 30,AT&T Broadband II,300.0M x 20.0M,Spectrum,750.0M x 35.0M,Yes,"WAN 1
AT&T Broadband II
1000.0M x 1000.0M
WAN 2
Spectrum
750.0M x 35.0M..."
TXS 30,Secondary,Enabled,104.4.81.9,AT&T Broadband II,1000.0M x 1000.0M,TXS 30,Spectrum,1000.0M x 1000.0M,AT&T Broadband II,1000.0M x 1000.0M,Yes,"WAN 1
AT&T Broadband II
1000.0M x 1000.0M
WAN 2
Spectrum
750.0M x 35.0M..."
TXS 31,Primary,Enabled,97.105.40.142,Spectrum,750.0M x 35.0M,TXS 31,AT&T Broadband II,600.0M x 35.0M,Spectrum,750.0M x 35.0M,Yes,"WAN 1
AT&T Broadband II
1000.0M x 1000.0M
WAN 2
Spectrum
750.0M x 35.0M..."
TXS 31,Secondary,Enabled,108.213.50.113,AT&T Broadband II,1000.0M x 1000.0M,TXS 31,Spectrum,1000.0M x 1000.0M,AT&T Broadband II,1000.0M x 1000.0M,Yes,"WAN 1
AT&T Broadband II
1000.0M x 1000.0M
WAN 2
Spectrum
750.0M x 35.0M..."
TXS 00,Secondary,Enabled,104.4.85.177,AT&T Broadband II,300.0M x 300.0M,TXS_00,Charter Communications Inc,,AT&T Broadband II,300.0M x 300.0M,Yes,"WAN 1
Private Customer - AT&T Internet Services
WAN 2
Charter Communications Inc..."
TXW 01,Primary,Enabled,66.76.17.70,Altice,500.0M x 50.0M,TXW 01,AT&T Broadband II,500.0M x 50.0M,Altice,500.0M x 50.0M,Yes,"WAN 1
AT&T Broadband II
300.0M x 300.0M
WAN 2
Altice
500.0M x 50.0M..."
TXW 01,Secondary,Enabled,107.213.253.217,AT&T Broadband II,300.0M x 300.0M,TXW 01,Altice,300.0M x 300.0M,AT&T Broadband II,300.0M x 300.0M,Yes,"WAN 1
AT&T Broadband II
300.0M x 300.0M
WAN 2
Altice
500.0M x 50.0M..."
TXW 02,Primary,Enabled,173.219.127.91,Altice,500.0M x 50.0M,TXW 02,Altice,500.0M x 50.0M,Altice,500.0M x 50.0M,Yes,"WAN 1
Altice
500.0M x 50.0M
WAN 2
AT&T Broadband II
300.0M x 300.0M..."
TXW 02,Secondary,Enabled,172.1.8.249,AT&T Broadband II,300.0M x 300.0M,TXW 02,AT&T Broadband II,300.0M x 300.0M,AT&T Broadband II,300.0M x 300.0M,Yes,"WAN 1
Altice
500.0M x 50.0M
WAN 2
AT&T Broadband II
300.0M x 300.0M..."
TXW 03,Primary,Enabled,66.76.135.93,Altice West,500.0M x 50.0M,TXW 03,Optimum,500.0M x 50.0M,Altice West,500.0M x 50.0M,Yes,"WAN 1
Optimum
500.0M x 50.0M
WAN 2
Digi
Cell..."
TXW 03,Secondary,Customer Action Required,NaN,Conterra Networks,300.0M x 150.0M,TXW 03,Digi,Cell,,,Yes,"WAN 1
Optimum
500.0M x 50.0M
WAN 2
Digi
Cell..."
TXW 04,Primary,Enabled,173.219.174.18,Altice,500.0M x 50.0M,TXW 04,Altice,500.0M x 50.0M,Altice,500.0M x 50.0M,Yes,"WAN 1
Altice
500.0M x 50.0M
WAN 2
AT&T Broadband II
300.0M x 300.0M..."
TXW 04,Secondary,Enabled,107.220.35.249,AT&T Broadband II,300.0M x 300.0M,TXW 04,AT&T Broadband II,300.0M x 300.0M,AT&T Broadband II,300.0M x 300.0M,Yes,"WAN 1
Altice
500.0M x 50.0M
WAN 2
AT&T Broadband II
300.0M x 300.0M..."
TXW 05,Primary,Enabled,66.76.179.24,Altice,500.0M x 50.0M,TXW 05,Altice,500.0M x 50.0M,Altice,500.0M x 50.0M,Yes,"WAN 1
Altice
500.0M x 50.0M
WAN 2
AT&T Broadband II
300.0M x 300.0M..."
TXW 05,Secondary,Enabled,172.1.8.241,AT&T Broadband II,300.0M x 300.0M,TXW 05,AT&T Broadband II,300.0M x 300.0M,AT&T Broadband II,300.0M x 300.0M,Yes,"WAN 1
Altice
500.0M x 50.0M
WAN 2
AT&T Broadband II
300.0M x 300.0M..."
TXW 06,Primary,Enabled,66.76.135.32,Altice West,500.0M x 50.0M,TXW 06,Optimum,500.0M x 50.0M,Altice West,500.0M x 50.0M,Yes,"WAN 1
Optimum
500.0M x 50.0M
WAN 2
Digi
Cell..."
TXW 06,Secondary,Customer Action Required,NaN,Conterra Networks,300.0M x 150.0M,TXW 06,Digi,Cell,,,Yes,"WAN 1
Optimum
500.0M x 50.0M
WAN 2
Digi
Cell..."
TXW 07,Primary,Enabled,66.76.17.42,Altice West,500.0M x 50.0M,TXW 07,Altice West,500.0M x 50.0M,Altice West,500.0M x 50.0M,Yes,"WAN 1
Altice West
500.0M x 50.0M
WAN 2
AT&T Broadband II
300.0M x 300.0M..."
TXW 07,Secondary,Enabled,172.1.12.65,AT&T Broadband II,300.0M x 300.0M,TXW 07,AT&T Broadband II,300.0M x 300.0M,AT&T Broadband II,300.0M x 300.0M,Yes,"WAN 1
Altice West
500.0M x 50.0M
WAN 2
AT&T Broadband II
300.0M x 300.0M..."
TXW 08,Primary,Enabled,199.16.97.109,Harris Broadband,500.0M x 20.0M,TXW 08,Harris Broadband,500.0M x 20.0M,Harris Broadband,500.0M x 20.0M,Yes,"WAN 1
Harris Broadband
500.0M x 20.0M
WAN 2
Unite Private Networks
300.0M x 300.0M..."
TXW 08,Secondary,Enabled,208.82.106.10,Unite Private Networks,300.0M x 300.0M,TXW 08,Unite Private Networks,300.0M x 300.0M,Unite Private Networks,300.0M x 300.0M,Yes,"WAN 1
Harris Broadband
500.0M x 20.0M
WAN 2
Unite Private Networks
300.0M x 300.0M..."
TXW 09,Primary,Enabled,66.76.178.81,Altice,500.0M x 50.0M,TXW 09,Altice,500.0M x 50.0M,Altice,500.0M x 50.0M,Yes,"WAN 1
Altice
500.0M x 50.0M
WAN 2
Vexus
100.0M x 100.0M..."
TXW 09,Secondary,Enabled,38.158.182.200,Vexus,100.0M x 100.0M,TXW 09,Vexus,100.0M x 100.0M,Vexus,100.0M x 100.0M,Yes,"WAN 1
Altice
500.0M x 50.0M
WAN 2
Vexus
100.0M x 100.0M..."
UTS 01,Primary,Enabled,50.184.169.237,Comcast Workplace,750.0M x 35.0M,UTS 01,Comcast Workplace,600.0M x 35.0M,Comcast Workplace,750.0M x 35.0M,Yes,"WAN 1
Comcast Workplace
600.0M x 35.0M
WAN 2
VZW Cell
Cell..."
UTS 01,Secondary,No Service Available,NaN,NSA,,UTS 01,VZW Cell,Cell,,,Yes,"WAN 1
Comcast Workplace
600.0M x 35.0M
WAN 2
VZW Cell
Cell..."
UTS 02,Primary,Information/Approval Needed From Sponsor,NaN,NaN,,UTS 02,Comcast,300.0 M,,,Yes,"WAN 1
Comcast
300.0M x 30.0M
WAN 2
Digi
Cell..."
UTS 02,Secondary,Order Cancellation Pending,NaN,First Digital,100.0M x 100.0M,UTS 02,Digi,Cell,,,Yes,"WAN 1
Comcast
300.0M x 30.0M
WAN 2
Digi
Cell..."
UTS 03,Primary,Enabled,96.73.12.109,Comcast Workplace,750.0M x 35.0M,UTS 03,Comcast Workplace,600.0M x 35.0M,Comcast Workplace,750.0M x 35.0M,Yes,"WAN 1
Comcast Workplace
750.0M x 35.0M
WAN 2
EB2-Lumen DSL
140.0M x 20.0M..."
UTS 03,Secondary,Enabled,65.100.251.41,EB2-Lumen DSL,140.0M x 20.0M,UTS 03,EB2-Lumen DSL,140.0M x 20.0M,EB2-Lumen DSL,140.0M x 20.0M,Yes,"WAN 1
Comcast Workplace
750.0M x 35.0M
WAN 2
EB2-Lumen DSL
140.0M x 20.0M..."
UTS 04,Primary,Enabled,173.10.21.245,Comcast Workplace,300.0M x 25.0M,UTS 04,Comcast Workplace,250.0M x 25.0M,Comcast Workplace,300.0M x 25.0M,Yes,"WAN 1
Comcast Workplace
300.0M x 25.0M
WAN 2
EB2-Lumen DSL
100.0M x 10.0M..."
UTS 04,Secondary,Enabled,65.100.242.193,EB2-Lumen DSL,100.0M x 10.0M,UTS 04,EB2-Lumen DSL,100.0M x 10.0M,EB2-Lumen DSL,100.0M x 10.0M,Yes,"WAN 1
Comcast Workplace
300.0M x 25.0M
WAN 2
EB2-Lumen DSL
100.0M x 10.0M..."
UTS 05,Primary,Enabled,96.86.214.241,Comcast Workplace,750.0M x 35.0M,UTS 05,Comcast Workplace,600.0M x 35.0M,Comcast Workplace,750.0M x 35.0M,Yes,"WAN 1
Comcast Workplace
750.0M x 35.0M
WAN 2
Centracom
500.0M x 500.0M..."
UTS 05,Secondary,Enabled,204.225.31.253,Centracom,500.0M x 500.0M,UTS 05,Centracom,500.0M x 500.0M,Centracom,500.0M x 500.0M,Yes,"WAN 1
Comcast Workplace
750.0M x 35.0M
WAN 2
Centracom
500.0M x 500.0M..."
UTS 06,Primary,Enabled,96.92.90.185,Comcast Workplace,300.0M x 25.0M,UTS 06,Comcast Workplace,250.0M x 25.0M,Comcast Workplace,300.0M x 25.0M,Yes,"WAN 1
Comcast Workplace
300.0M x 25.0M
WAN 2
EB2-Centurylink DSL
80.0M x 10.0M..."
UTS 06,Secondary,Enabled,65.100.251.105,EB2-Centurylink DSL,80.0M x 10.0M,UTS 06,EB2-Centurylink DSL,80.0M x 10.0M,EB2-Centurylink DSL,80.0M x 10.0M,Yes,"WAN 1
Comcast Workplace
300.0M x 25.0M
WAN 2
EB2-Centurylink DSL
80.0M x 10.0M..."
UTS 07,Primary,Information/Approval Needed From Sponsor,NaN,NaN,,UTS 07,Comcast,300.0 M,,,Yes,"WAN 1
Comcast
300.0M x 35.0M
WAN 2
DSR Lumen DSL
80.0M x 10.0M..."
UTS 07,Secondary,Enabled,65.100.251.193,EB2-Lumen DSL,80.0M x 10.0M,UTS 07,DSR Lumen DSL,80.0M x 10.0M,EB2-Lumen DSL,80.0M x 10.0M,Yes,"WAN 1
Comcast
300.0M x 35.0M
WAN 2
DSR Lumen DSL
80.0M x 10.0M..."
UTS 09,Primary,Enabled,96.86.207.181,Comcast Workplace,750.0M x 35.0M,UTS 09,Comcast Workplace,600.0M x 35.0M,Comcast Workplace,750.0M x 35.0M,Yes,"WAN 1
Comcast Workplace
750.0M x 35.0M
WAN 2
EB2-Centurylink DSL
100.0M x 10.0M..."
UTS 09,Secondary,Enabled,65.100.241.249,EB2-Centurylink DSL,100.0M x 10.0M,UTS 09,EB2-Centurylink DSL,100.0M x 10.0M,EB2-Centurylink DSL,100.0M x 10.0M,Yes,"WAN 1
Comcast Workplace
750.0M x 35.0M
WAN 2
EB2-Centurylink DSL
100.0M x 10.0M..."
UTS 11,Primary,Information/Approval Needed From Sponsor,NaN,NaN,,UTS 11,Comcast,300.0 M,,,Yes,"WAN 1
Comcast
300.0M x 30.0M
WAN 2
Centracom
300.0M x 30.0M..."
UTS 11,Secondary,Enabled,64.77.208.93,Centracom,300.0M x 30.0M,UTS 11,Centracom,300.0M x 30.0M,Centracom,300.0M x 30.0M,Yes,"WAN 1
Comcast
300.0M x 30.0M
WAN 2
Centracom
300.0M x 30.0M..."
UTS 12,Primary,Enabled,184.61.190.6,TDS Cable,500.0M x 100.0M,UTS 12,DSR TDS Cable - 3rd Party Cable Ordered Speed,500.0M x 100.0M,TDS Cable,500.0M x 100.0M,Yes,"WAN 1 DSR TDS Cable - 3rd Party Cable Ordered Speed 500.0M x 100.0M 
WAN 2 Digi Cell..."
UTS 12,Secondary,No Service Available,NaN,NSA,,UTS 12,Digi Cell,Cell,,,Yes,"WAN 1 DSR TDS Cable - 3rd Party Cable Ordered Speed 500.0M x 100.0M 
WAN 2 Digi Cell..."
UTS 13,Primary,Information/Approval Needed From Sponsor,NaN,NaN,,UTS 13,Comcast,,,,Yes,"WAN 1
Comcast
WAN 2
VZW Cell
Cell..."
UTS 13,Secondary,No Service Available,NaN,NSA,,UTS 13,VZW Cell,Cell,,,Yes,"WAN 1
Comcast
WAN 2
VZW Cell
Cell..."
UTS 14,Primary,Enabled,50.252.139.53,Comcast Workplace,750.0M x 35.0M,UTS 14,Comcast Workplace,600.0M x 35.0M,Comcast Workplace,750.0M x 35.0M,Yes,"WAN 1
Comcast Workplace
750.0M x 35.0M
WAN 2
First Digital
Cell..."
UTS 14,Secondary,Enabled,76.8.218.122,First Digital,300.0M x 30.0M,UTS 14,First Digital,Cell,First Digital,300.0M x 30.0M,Yes,"WAN 1
Comcast Workplace
750.0M x 35.0M
WAN 2
First Digital
Cell..."
UTS 15,Primary,Information/Approval Needed From Sponsor,NaN,NaN,,UTS 15,Comcast,600.0 M,,,Yes,"WAN 1
Comcast
600.0M x 35.0M
WAN 2
VZW Cell
Cell..."
UTS 15,Secondary,No Service Available,NaN,NSA,,UTS 15,VZW Cell,Cell,,,Yes,"WAN 1
Comcast
600.0M x 35.0M
WAN 2
VZW Cell
Cell..."
UTS 16,Primary,Information/Approval Needed From Sponsor,NaN,NaN,,UTS 16,Comcast,300.0 M,,,Yes,"WAN 1
Comcast
300.0M x 30.0M
WAN 2
DSR CLink
100.0M x 10.0M..."
